contest_date,id,away,home,location,status,start,network
03-30-2025,,Gardner-Webb,Longwood,,,TBA,
03-30-2025,,Coppin St.,Central Conn. St.,,,TBA,
03-30-2025,,Lafayette,Lehigh,,,TBA,
03-30-2025,,TCU,Houston,,,TBA,
03-30-2025,,Coastal Carolina,Texas St.,,,TBA,
03-30-2025,,Oklahoma St.,Kansas,,,TBA,
03-30-2025,,Marist,Seton Hall,,,TBA,
03-30-2025,,Fla. Atlantic,UTSA,,,TBA,
03-30-2025,,Pepperdine,San Diego,,,TBA,
03-30-2025,,Toledo,Kent St.,,,TBA,
03-30-2025,,Bowling Green,Central Mich.,,,TBA,
03-30-2025,,Campbell,Col. of Charleston,,,TBA,
03-30-2025,,California,Louisville,,,TBA,
03-30-2025,,Pittsburgh,Boston College,,,TBA,
03-30-2025,,UTRGV,A&M-Corpus Christi,,,TBA,
03-30-2025,,Charlotte,Memphis,,,TBA,
03-30-2025,,Virginia Tech,Wake Forest,,,TBA,
03-30-2025,,Miami (FL),North Carolina,,,TBA,
03-30-2025,,LMU (CA),Portland,,,TBA,
03-30-2025,,Southeastern La.,New Orleans,,,TBA,
03-30-2025,,Navy,Holy Cross,,,TBA,
03-30-2025,,Saint Joseph's,VCU,,,TBA,
03-30-2025,,Eastern Ky.,Central Ark.,,,TBA,
03-30-2025,,Arizona St.,Utah,,,TBA,
03-30-2025,,Mount St. Mary's,Merrimack,,,TBA,
03-30-2025,,Valparaiso,Evansville,,,TBA,
03-30-2025,,UMES,Mercyhurst,,,TBA,
03-30-2025,,Alabama A&M,Texas Southern,,,TBA,
3-31-2025,,UNLV,California Baptist,,,TBA,
3-31-2025,,Cal Poly,Fresno St.,,,TBA,
04-01-2025,,Charleston So.,Col. of Charleston,,,TBA,
04-01-2025,,Mississippi St.,Memphis,,,TBA,
04-01-2025,,Merrimack,Holy Cross,,,TBA,
04-01-2025,,Sacred Heart,Central Conn. St.,,,TBA,
04-01-2025,,North Florida,Florida,,,TBA,
04-01-2025,,FDU,Iona,,,TBA,
04-01-2025,,Fla. Atlantic,FGCU,,,TBA,
04-01-2025,,Georgia St.,Kennesaw St.,,,TBA,
04-01-2025,,Sioux Falls,South Dakota St.,,,TBA,
04-01-2025,,Michigan,Eastern Mich.,,,TBA,
04-01-2025,,Manhattan,Stony Brook,,,TBA,
04-01-2025,,Milwaukee,Valparaiso,,,TBA,
04-01-2025,,Alabama A&M,UT Martin,,,TBA,
04-01-2025,,Harvard,Massachusetts,,,TBA,
04-01-2025,,Monmouth,Fordham,,,TBA,
04-01-2025,,Bellarmine,Ball St.,,,TBA,
04-01-2025,,Wright St.,Xavier,,,TBA,
04-01-2025,,George Washington,Mount St. Mary's,,,TBA,
04-01-2025,,Akron,Dayton,,,TBA,
04-01-2025,,Quinnipiac,UConn,,,TBA,
04-01-2025,,Northwestern,UIC,,,TBA,
04-01-2025,,High Point,Wake Forest,,,TBA,
04-01-2025,,Western Mich.,Notre Dame,,,TBA,
04-01-2025,,Toledo,Youngstown St.,,,TBA,
04-01-2025,,Morehead St.,Ohio,,,TBA,
04-01-2025,,VCU,William & Mary,,,TBA,
04-01-2025,,Alcorn,McNeese,,,TBA,
04-01-2025,,Winthrop,N.C. A&T,,,TBA,
04-01-2025,,San Diego,UC Irvine,,,TBA,
04-01-2025,,East Carolina,UNCW,,,TBA,
04-01-2025,,UNC Greensboro,NC State,,,TBA,
04-01-2025,,Washington St.,Gonzaga,,,TBA,
04-01-2025,,Arizona,Grand Canyon,,,TBA,
04-01-2025,,UAB,Auburn,,,TBA,
04-01-2025,,Iowa,Bradley,,,TBA,
04-01-2025,,Illinois St.,Illinois,,,TBA,
04-01-2025,,San Jose St.,Pacific,,,TBA,
04-01-2025,,Tulane,Southern Miss.,,,TBA,
04-01-2025,,Northwestern St.,Louisiana,,,TBA,
04-01-2025,,California,Sacramento St.,,,TBA,
04-01-2025,,SFA,ULM,,,TBA,
04-01-2025,,George Mason,James Madison,,,TBA,
04-01-2025,,Rice,Sam Houston,,,TBA,
04-01-2025,,Jacksonville St.,Alabama St.,,,TBA,
04-01-2025,,Pepperdine,UCLA,,,TBA,
04-01-2025,,Davidson,Duke,,,TBA,
04-01-2025,,Bethune-Cookman,South Fla.,,,TBA,
04-01-2025,,Lipscomb,Middle Tenn.,,,TBA,
04-01-2025,,Louisville,Indiana,,,TBA,
04-01-2025,,Jackson St.,Ole Miss,,,TBA,
04-01-2025,,Mercer,Georgia Tech,,,TBA,
04-01-2025,,Grambling,Arkansas,,,TBA,
04-01-2025,,Santa Clara,Stanford,,,TBA,
04-01-2025,,Stetson,UCF,,,TBA,
04-01-2025,,Presbyterian,South Carolina,,,TBA,
04-01-2025,,Louisiana Tech,LSU,,,TBA,
04-01-2025,,Oklahoma St.,Missouri St.,,,TBA,
04-01-2025,,Ga. Southern,Clemson,,,TBA,
04-01-2025,,Western Ill.,Saint Louis,,,TBA,
04-01-2025,,Creighton,Nebraska,,,TBA,
04-01-2025,,Samford,Alabama,,,TBA,
04-01-2025,,Longwood,VMI,,,TBA,
04-01-2025,,Cincinnati,Miami (OH),,,TBA,
04-01-2025,,Butler,Eastern Ill.,,,TBA,
04-01-2025,,UT Arlington,DBU,,,TBA,
04-01-2025,,NIU,Purdue,,,TBA,
04-01-2025,,UIW,Texas A&M,,,TBA,
04-01-2025,,Bucknell,Penn St.,,,TBA,
04-01-2025,,San Diego St.,Southern California,,,TBA,
04-01-2025,,Bryant,Brown,,,TBA,
04-01-2025,,Binghamton,St. Bonaventure,,,TBA,
04-01-2025,,UMBC,Maryland,,,TBA,
04-01-2025,,Hofstra,Rutgers,,,TBA,
04-01-2025,,Washington,St. John's (NY),,,TBA,
04-01-2025,,Central Ark.,Arkansas St.,,,TBA,
04-01-2025,,Ark.-Pine Bluff,Missouri,,,TBA,
04-01-2025,,Southern U.,New Orleans,,,TBA,
04-01-2025,,Eastern Ky.,Marshall,,,TBA,
04-01-2025,,Huston-Tillotson,Texas Southern,,,TBA,
04-01-2025,,Lamar University,Tarleton St.,,,TBA,
04-01-2025,,New Mexico,New Mexico St.,,,TBA,
04-01-2025,,Rider,Villanova,,,TBA,
04-01-2025,,Northern Ky.,Southern Ind.,,,TBA,
04-01-2025,,Radford,Virginia Tech,,,TBA,
04-01-2025,,Coppin St.,Towson,,,TBA,
04-01-2025,,UTSA,TCU,,,TBA,
04-01-2025,,Liberty,Charlotte,,,TBA,
04-01-2025,,UMass Lowell,Dartmouth,,,TBA,
04-01-2025,,Southern Ill.,Lindenwood,,,TBA,
04-01-2025,,Texas St.,Texas,,,TBA,
04-01-2025,,Houston Christian,Baylor,,,TBA,
04-01-2025,,Mercyhurst,Kent St.,,,TBA,
04-01-2025,,Southeast Mo. St.,Evansville,,,TBA,
04-01-2025,,Southeastern La.,South Alabama,,,TBA,
04-01-2025,,Queens (NC),Georgia,,,TBA,
04-01-2025,,Central Mich.,Purdue Fort Wayne,,,TBA,
04-01-2025,,Cal St. Fullerton,Arizona St.,,,TBA,
04-01-2025,,Tennessee Tech,Tennessee,,,TBA,
04-01-2025,,West Virginia,Ohio St.,,,TBA,
04-01-2025,,Western Ky.,Vanderbilt,,,TBA,
04-01-2025,,Campbell,Coastal Carolina,,,TBA,
04-01-2025,,UAlbany,Siena,,,TBA,
04-01-2025,,Old Dominion,Virginia,,,TBA,
04-01-2025,,App State,Western Caro.,,,TBA,
04-01-2025,,BYU,Oral Roberts,,,TBA,
04-01-2025,,Rust,Mississippi Val.,,,TBA,
04-01-2025,,British Colum. (CAN),Seattle U,,,TBA,
04-01-2025,,USC Upstate,Wofford,,,TBA,
04-01-2025,,Gardner-Webb,North Carolina,,,TBA,
04-01-2025,,Boston College,Northeastern,,,TBA,
04-01-2025,,Jacksonville,Florida St.,,,TBA,
04-01-2025,,Oklahoma,Texas Tech,,,TBA,
04-01-2025,,Murray St.,North Ala.,,,TBA,
04-01-2025,,Indiana St.,SIUE,,,TBA,
04-01-2025,,Lehigh,Delaware St.,,,TBA,
04-01-2025,,Delaware,Saint Joseph's,,,TBA,
04-01-2025,,Lafayette,Penn,,,TBA,
04-01-2025,,Fairfield,Yale,,,TBA,
04-01-2025,,UC Santa Barbara,LMU (CA),,,TBA,
04-02-2025,,UMass Lowell,Stonehill,,,TBA,
04-02-2025,,Baldwin Wallace,Kent St.,,,TBA,
04-02-2025,,USC Upstate,Charlotte,,,TBA,
04-02-2025,,Nebraska,Omaha,,,TBA,
04-02-2025,,Rhode Island,Boston College,,,TBA,
04-02-2025,,UTRGV,Rice,,,TBA,
04-02-2025,,Pittsburgh,West Virginia,,,TBA,
04-02-2025,,Princeton,Seton Hall,,,TBA,
04-02-2025,,CSUN,San Francisco,,,TBA,
04-02-2025,,Radford,ETSU,,,TBA,
04-02-2025,,A&M-Corpus Christi,Houston,,,TBA,
04-02-2025,,Marist,NJIT,,,TBA,
04-02-2025,,Trevecca Nazarene,Belmont,,,TBA,
04-02-2025,,Houston Christian,Prairie View,,,TBA,
04-02-2025,,Ark.-Pine Bluff,Missouri,,,TBA,
04-02-2025,,UMES,Navy,,,TBA,
04-02-2025,,Hawaii Pacific,Hawaii,,,TBA,
04-02-2025,,VMI,Norfolk St.,,,TBA,
04-02-2025,,FIU,Miami (FL),,,TBA,
04-02-2025,,UC Davis,Nevada,,,TBA,
04-02-2025,,Northwestern St.,Tulane,,,TBA,
04-02-2025,,Elon,East Carolina,,,TBA,
04-02-2025,,Louisiana Tech,Louisiana,,,TBA,
04-02-2025,,South Dakota St.,Kansas,,,TBA,
04-02-2025,,Cal St. Fullerton,Grand Canyon,,,TBA,
04-02-2025,,The Citadel,Winthrop,,,TBA,
04-02-2025,,Oregon,Portland,,,TBA,
04-02-2025,,Columbia,Hofstra,,,TBA,
04-02-2025,,Saint Peter's,Monmouth,,,TBA,
04-02-2025,,Florida A&M,Troy,,,TBA,
04-02-2025,,Maine,Merrimack,,,TBA,
04-02-2025,,Kansas St.,Wichita St.,,,TBA,
04-03-2025,,LSU,Oklahoma,,,TBA,
04-03-2025,,Duke,North Carolina,,,TBA,
04-03-2025,,Grambling,Southern U.,,,TBA,
04-03-2025,,BYU,TCU,,,TBA,
04-03-2025,,BYU,TCU,,,TBA,
04-03-2025,,UT Martin,Eastern Ill.,,,TBA,
04-03-2025,,Texas Southern,Alcorn,,,TBA,
04-04-2025,,Charleston So.,Radford,,,TBA,
04-04-2025,,Ole Miss,Kentucky,,,TBA,
04-04-2025,,South Carolina,Mississippi St.,,,TBA,
04-04-2025,,UConn,Creighton,,,TBA,
04-04-2025,,Army West Point,Holy Cross,,,TBA,
04-04-2025,,Sacred Heart,Fairfield,,,TBA,
04-04-2025,,Vanderbilt,Florida,,,TBA,
04-04-2025,,Santa Clara,Pepperdine,,,TBA,
04-04-2025,,Kansas St.,Oklahoma St.,,,TBA,
04-04-2025,,Ole Miss,Kentucky,,,TBA,
04-04-2025,,Wright St.,Northern Ky.,,,TBA,
04-04-2025,,Canisius,Marist,,,TBA,
04-04-2025,,LSU,Oklahoma,,,TBA,
04-04-2025,,Troy,Old Dominion,,,TBA,
04-04-2025,,Ga. Southern,South Alabama,,,TBA,
04-04-2025,,Jacksonville St.,Kennesaw St.,,,TBA,
04-04-2025,,Jackson St.,Florida A&M,,,TBA,
04-04-2025,,UNCW,Hofstra,,,TBA,
04-04-2025,,UNCW,Hofstra,,,TBA,
04-04-2025,,The Citadel,Western Mich.,,,TBA,
04-04-2025,,Ball St.,Eastern Mich.,,,TBA,
04-04-2025,,Illinois St.,Valparaiso,,,TBA,
04-04-2025,,Col. of Charleston,Monmouth,,,TBA,
04-04-2025,,Davidson,Fordham,,,TBA,
04-04-2025,,UMass Lowell,Maine,,,TBA,
04-04-2025,,VCU,George Washington,,,TBA,
04-04-2025,,Akron,Toledo,,,TBA,
04-04-2025,,FDU,Stonehill,,,TBA,
04-04-2025,,Ohio,NIU,,,TBA,
04-04-2025,,Sacramento St.,Abilene Christian,,,TBA,
04-04-2025,,Evansville,UIC,,,TBA,
04-04-2025,,Virginia Tech,Notre Dame,,,TBA,
04-04-2025,,UTSA,UAB,,,TBA,
04-04-2025,,Southern Miss.,Marshall,,,TBA,
04-04-2025,,Towson,Delaware,,,TBA,
04-04-2025,,Michigan,Oregon,,,TBA,
04-04-2025,,UC Irvine,Oregon St.,,,TBA,
04-04-2025,,New Orleans,McNeese,,,TBA,
04-04-2025,,UNC Asheville,Winthrop,,,TBA,
04-04-2025,,UNC Greensboro,ETSU,,,TBA,
04-04-2025,,USC Upstate,High Point,,,TBA,
04-04-2025,,San Francisco,Gonzaga,,,TBA,
04-04-2025,,Grand Canyon,California Baptist,,,TBA,
04-04-2025,,Texas Southern,Alcorn,,,TBA,
04-04-2025,,Pacific,LMU (CA),,,TBA,
04-04-2025,,Texas St.,Louisiana,,,TBA,
04-04-2025,,App State,ULM,,,TBA,
04-04-2025,,Georgia St.,James Madison,,,TBA,
04-04-2025,,Alabama A&M,Alabama St.,,,TBA,
04-04-2025,,San Diego,UCLA,,,TBA,
04-04-2025,,Duke,North Carolina,,,TBA,
04-04-2025,,Fla. Atlantic,East Carolina,,,TBA,
04-04-2025,,Middle Tenn.,Liberty,,,TBA,
04-04-2025,,Elon,William & Mary,,,TBA,
04-04-2025,,Mercer,VMI,,,TBA,
04-04-2025,,Mississippi Val.,Bethune-Cookman,,,TBA,
04-04-2025,,New Mexico,Fresno St.,,,TBA,
04-04-2025,,Utah Valley,Utah Tech,,,TBA,
04-04-2025,,A&M-Corpus Christi,SFA,,,TBA,
04-04-2025,,Kansas,UCF,,,TBA,
04-04-2025,,UTRGV,Northwestern St.,,,TBA,
04-04-2025,,Rice,Tulane,,,TBA,
04-04-2025,,New Mexico St.,Sam Houston,,,TBA,
04-04-2025,,Jacksonville,FGCU,,,TBA,
04-04-2025,,Queens (NC),Stetson,,,TBA,
04-04-2025,,Canisius,Marist,,,TBA,
04-04-2025,,Ball St.,Eastern Mich.,,,TBA,
04-04-2025,,Texas Southern,Alcorn,,,TBA,
04-04-2025,,Army West Point,Holy Cross,,,TBA,
04-04-2025,,UNCW,Hofstra,,,TBA,
04-04-2025,,UNCW,Hofstra,,,TBA,
04-04-2025,,Davidson,Fordham,,,TBA,
04-04-2025,,FDU,Stonehill,,,TBA,
04-04-2025,,Harvard,Dartmouth,,,TBA,
04-04-2025,,Alabama,Auburn,,,TBA,
04-04-2025,,Nevada,UNLV,,,TBA,
04-04-2025,,Arizona,Arizona St.,,,TBA,
04-04-2025,,FIU,Louisiana Tech,,,TBA,
04-04-2025,,Penn St.,Minnesota,,,TBA,
04-04-2025,,Cincinnati,Texas Tech,,,TBA,
04-04-2025,,Western Ky.,DBU,,,TBA,
04-04-2025,,Butler,Xavier,,,TBA,
04-04-2025,,Iowa,Northwestern,,,TBA,
04-04-2025,,UC Riverside,CSU Bakersfield,,,TBA,
04-04-2025,,Purdue,Washington,,,TBA,
04-04-2025,,San Jose St.,Washington St.,,,TBA,
04-04-2025,,Texas A&M,Tennessee,,,TBA,
04-04-2025,,Portland,Saint Mary's (CA),,,TBA,
04-04-2025,,Ohio St.,Southern California,,,TBA,
04-04-2025,,Rutgers,Nebraska,,,TBA,
04-04-2025,,UC San Diego,Cal Poly,,,TBA,
04-04-2025,,Binghamton,UMBC,,,TBA,
04-04-2025,,Tarleton St.,Seattle U,,,TBA,
04-04-2025,,Seton Hall,St. John's (NY),,,TBA,
04-04-2025,,Richmond,Rhode Island,,,TBA,
04-04-2025,,Richmond,Rhode Island,,,TBA,
04-04-2025,,UMES,Coppin St.,,,TBA,
04-04-2025,,Stony Brook,N.C. A&T,,,TBA,
04-04-2025,,Arkansas St.,Coastal Carolina,,,TBA,
04-04-2025,,Grambling,Southern U.,,,TBA,
04-04-2025,,Georgetown,Villanova,,,TBA,
04-04-2025,,UT Arlington,Lamar University,,,TBA,
04-04-2025,,Clemson,California,,,TBA,
04-04-2025,,North Dakota St.,Omaha,,,TBA,
04-04-2025,,Longwood,Presbyterian,,,TBA,
04-04-2025,,Indiana St.,Belmont,,,TBA,
04-04-2025,,Central Conn. St.,Delaware St.,,,TBA,
04-04-2025,,BYU,TCU,,,TBA,
04-04-2025,,UAlbany,NJIT,,,TBA,
04-04-2025,,Georgia Tech,Stanford,,,TBA,
04-04-2025,,Houston Christian,Nicholls,,,TBA,
04-04-2025,,Wichita St.,Charlotte,,,TBA,
04-04-2025,,Northern Colo.,St. Thomas (MN),,,TBA,
04-04-2025,,UC Davis,UC Santa Barbara,,,TBA,
04-04-2025,,Kent St.,Central Mich.,,,TBA,
04-04-2025,,Cal St. Fullerton,CSUN,,,TBA,
04-04-2025,,Houston,Baylor,,,TBA,
04-04-2025,,Northeastern,Campbell,,,TBA,
04-04-2025,,Princeton,Penn,,,TBA,
04-04-2025,,Princeton,Penn,,,TBA,
04-04-2025,,Siena,Merrimack,,,TBA,
04-04-2025,,Boston College,Louisville,,,TBA,
04-04-2025,,Boston College,Louisville,,,TBA,
04-04-2025,,UT Martin,Eastern Ill.,,,TBA,
04-04-2025,,UT Martin,Eastern Ill.,,,TBA,
04-04-2025,,Virginia,NC State,,,TBA,
04-04-2025,,Samford,Wofford,,,TBA,
04-04-2025,,Gardner-Webb,Western Caro.,,,TBA,
04-04-2025,,Wake Forest,Florida St.,,,TBA,
04-04-2025,,UIW,Southeastern La.,,,TBA,
04-04-2025,,Saint Louis,George Mason,,,TBA,
04-04-2025,,West Ga.,North Florida,,,TBA,
04-04-2025,,Eastern Ky.,Austin Peay,,,TBA,
04-04-2025,,Eastern Ky.,Austin Peay,,,TBA,
04-04-2025,,Georgia,Texas,,,TBA,
04-04-2025,,Utah,West Virginia,,,TBA,
04-04-2025,,Milwaukee,Purdue Fort Wayne,,,TBA,
04-04-2025,,Miami (OH),Bowling Green,,,TBA,
04-04-2025,,Youngstown St.,Oakland,,,TBA,
04-04-2025,,Cornell,Columbia,,,TBA,
04-04-2025,,Mercyhurst,LIU,,,TBA,
04-04-2025,,Yale,Brown,,,TBA,
04-04-2025,,Saint Joseph's,St. Bonaventure,,,TBA,
04-04-2025,,Wagner,Le Moyne,,,TBA,
04-04-2025,,Dayton,Massachusetts,,,TBA,
04-04-2025,,Mount St. Mary's,Rider,,,TBA,
04-04-2025,,Quinnipiac,Niagara,,,TBA,
04-04-2025,,Harvard,Dartmouth,,,TBA,
04-04-2025,,Miami (FL),Pittsburgh,,,TBA,
04-04-2025,,Iona,Manhattan,,,TBA,
04-04-2025,,Milwaukee,Purdue Fort Wayne,,,TBA,
04-04-2025,,Sacred Heart,Fairfield,,,TBA,
04-04-2025,,Mercyhurst,LIU,,,TBA,
04-04-2025,,Cornell,Columbia,,,TBA,
04-04-2025,,Yale,Brown,,,TBA,
04-04-2025,,Youngstown St.,Oakland,,,TBA,
04-04-2025,,Miami (OH),Bowling Green,,,TBA,
04-04-2025,,Wagner,Le Moyne,,,TBA,
04-04-2025,,Dayton,Massachusetts,,,TBA,
04-04-2025,,Mount St. Mary's,Rider,,,TBA,
04-04-2025,,Quinnipiac,Niagara,,,TBA,
04-04-2025,,Miami (FL),Pittsburgh,,,TBA,
04-04-2025,,South Fla.,Memphis,,,TBA,
04-04-2025,,South Fla.,Memphis,,,TBA,
04-04-2025,,Iona,Manhattan,,,TBA,
04-05-2025,,Charleston So.,Radford,,,TBA,
04-05-2025,,Charleston So.,Radford,,,TBA,
04-05-2025,,Long Beach St.,Hawaii,,,TBA,
04-05-2025,,South Carolina,Mississippi St.,,,TBA,
04-05-2025,,UConn,Creighton,,,TBA,
04-05-2025,,Sacred Heart,Fairfield,,,TBA,
04-05-2025,,Vanderbilt,Florida,,,TBA,
04-05-2025,,Santa Clara,Pepperdine,,,TBA,
04-05-2025,,Ole Miss,Kentucky,,,TBA,
04-05-2025,,LSU,Oklahoma,,,TBA,
04-05-2025,,Troy,Old Dominion,,,TBA,
04-05-2025,,Jackson St.,Florida A&M,,,TBA,
04-05-2025,,The Citadel,Western Mich.,,,TBA,
04-05-2025,,UNCW,Hofstra,,,TBA,
04-05-2025,,Illinois St.,Valparaiso,,,TBA,
04-05-2025,,Davidson,Fordham,,,TBA,
04-05-2025,,UMass Lowell,Maine,,,TBA,
04-05-2025,,Sacramento St.,Abilene Christian,,,TBA,
04-05-2025,,VCU,George Washington,,,TBA,
04-05-2025,,FDU,Stonehill,,,TBA,
04-05-2025,,Ohio,NIU,,,TBA,
04-05-2025,,UC Irvine,Oregon St.,,,TBA,
04-05-2025,,New Orleans,McNeese,,,TBA,
04-05-2025,,UNC Asheville,Winthrop,,,TBA,
04-05-2025,,UNC Greensboro,ETSU,,,TBA,
04-05-2025,,Texas St.,Louisiana,,,TBA,
04-05-2025,,App State,ULM,,,TBA,
04-05-2025,,Evansville,UIC,,,TBA,
04-05-2025,,Virginia Tech,Notre Dame,,,TBA,
04-05-2025,,New Mexico St.,Sam Houston,,,TBA,
04-05-2025,,San Diego,UCLA,,,TBA,
04-05-2025,,Duke,North Carolina,,,TBA,
04-05-2025,,Jacksonville,FGCU,,,TBA,
04-05-2025,,Mercer,VMI,,,TBA,
04-05-2025,,Mercer,VMI,,,TBA,
04-05-2025,,Utah Valley,Utah Tech,,,TBA,
04-05-2025,,Michigan,Oregon,,,TBA,
04-05-2025,,Pacific,LMU (CA),,,TBA,
04-05-2025,,Southern Miss.,Marshall,,,TBA,
04-05-2025,,Elon,William & Mary,,,TBA,
04-05-2025,,Mississippi Val.,Bethune-Cookman,,,TBA,
04-05-2025,,New Mexico,Fresno St.,,,TBA,
04-05-2025,,USC Upstate,High Point,,,TBA,
04-05-2025,,Georgia St.,James Madison,,,TBA,
04-05-2025,,Fla. Atlantic,East Carolina,,,TBA,
04-05-2025,,Middle Tenn.,Liberty,,,TBA,
04-05-2025,,Towson,Delaware,,,TBA,
04-05-2025,,Grand Canyon,California Baptist,,,TBA,
04-05-2025,,Missouri,Arkansas,,,TBA,
04-05-2025,,San Francisco,Gonzaga,,,TBA,
04-05-2025,,Kansas,UCF,,,TBA,
04-05-2025,,Rice,Tulane,,,TBA,
04-05-2025,,Queens (NC),Stetson,,,TBA,
04-05-2025,,Jacksonville St.,Kennesaw St.,,,TBA,
04-05-2025,,Southern Miss.,Marshall,,,TBA,
04-05-2025,,UNC Greensboro,ETSU,,,TBA,
04-05-2025,,Rice,Tulane,,,TBA,
04-05-2025,,Mercer,VMI,,,TBA,
04-05-2025,,Mercer,VMI,,,TBA,
04-05-2025,,Mississippi Val.,Bethune-Cookman,,,TBA,
04-05-2025,,Alabama,Auburn,,,TBA,
04-05-2025,,Alabama,Auburn,,,TBA,
04-05-2025,,Nevada,UNLV,,,TBA,
04-05-2025,,Arizona,Arizona St.,,,TBA,
04-05-2025,,Tennessee Tech,Western Ill.,,,TBA,
04-05-2025,,FIU,Louisiana Tech,,,TBA,
04-05-2025,,Penn St.,Minnesota,,,TBA,
04-05-2025,,Western Ky.,DBU,,,TBA,
04-05-2025,,Butler,Xavier,,,TBA,
04-05-2025,,Iowa,Northwestern,,,TBA,
04-05-2025,,UC Riverside,CSU Bakersfield,,,TBA,
04-05-2025,,Purdue,Washington,,,TBA,
04-05-2025,,San Jose St.,Washington St.,,,TBA,
04-05-2025,,Texas A&M,Tennessee,,,TBA,
04-05-2025,,Portland,Saint Mary's (CA),,,TBA,
04-05-2025,,Ohio St.,Southern California,,,TBA,
04-05-2025,,Rutgers,Nebraska,,,TBA,
04-05-2025,,UC San Diego,Cal Poly,,,TBA,
04-05-2025,,Tarleton St.,Seattle U,,,TBA,
04-05-2025,,Tarleton St.,Seattle U,,,TBA,
04-05-2025,,UMES,Coppin St.,,,TBA,
04-05-2025,,Stony Brook,N.C. A&T,,,TBA,
04-05-2025,,Arkansas St.,Coastal Carolina,,,TBA,
04-05-2025,,Grambling,Southern U.,,,TBA,
04-05-2025,,Georgetown,Villanova,,,TBA,
04-05-2025,,Clemson,California,,,TBA,
04-05-2025,,North Dakota St.,Omaha,,,TBA,
04-05-2025,,Longwood,Presbyterian,,,TBA,
04-05-2025,,Indiana St.,Belmont,,,TBA,
04-05-2025,,Lafayette,Navy,,,TBA,
04-05-2025,,Lafayette,Navy,,,TBA,
04-05-2025,,UAlbany,NJIT,,,TBA,
04-05-2025,,Georgia Tech,Stanford,,,TBA,
04-05-2025,,Houston Christian,Nicholls,,,TBA,
04-05-2025,,Houston Christian,Nicholls,,,TBA,
04-05-2025,,Wichita St.,Charlotte,,,TBA,
04-05-2025,,Quinnipiac,Niagara,,,TBA,
04-05-2025,,Mercyhurst,LIU,,,TBA,
04-05-2025,,Wagner,Le Moyne,,,TBA,
04-05-2025,,Southeast Mo. St.,SIUE,,,TBA,
04-05-2025,,Northern Colo.,St. Thomas (MN),,,TBA,
04-05-2025,,UC Davis,UC Santa Barbara,,,TBA,
04-05-2025,,Kent St.,Central Mich.,,,TBA,
04-05-2025,,Cal St. Fullerton,CSUN,,,TBA,
04-05-2025,,Houston,Baylor,,,TBA,
04-05-2025,,Northeastern,Campbell,,,TBA,
04-05-2025,,Siena,Merrimack,,,TBA,
04-05-2025,,Mount St. Mary's,Rider,,,TBA,
04-05-2025,,Virginia,NC State,,,TBA,
04-05-2025,,Samford,Wofford,,,TBA,
04-05-2025,,Gardner-Webb,Western Caro.,,,TBA,
04-05-2025,,Wake Forest,Florida St.,,,TBA,
04-05-2025,,Princeton,Penn,,,TBA,
04-05-2025,,UIW,Southeastern La.,,,TBA,
04-05-2025,,UIW,Southeastern La.,,,TBA,
04-05-2025,,Saint Louis,George Mason,,,TBA,
04-05-2025,,West Ga.,North Florida,,,TBA,
04-05-2025,,Georgia,Texas,,,TBA,
04-05-2025,,Saint Joseph's,St. Bonaventure,,,TBA,
04-05-2025,,Cornell,Columbia,,,TBA,
04-05-2025,,Ga. Southern,South Alabama,,,TBA,
04-05-2025,,Central Conn. St.,Delaware St.,,,TBA,
04-05-2025,,Maryland,Illinois,,,TBA,
04-05-2025,,Utah,West Virginia,,,TBA,
04-05-2025,,Binghamton,UMBC,,,TBA,
04-05-2025,,UTSA,UAB,,,TBA,
04-05-2025,,Jacksonville St.,Kennesaw St.,,,TBA,
04-05-2025,,Saint Louis,George Mason,,,TBA,
04-05-2025,,Texas A&M,Tennessee,,,TBA,
04-05-2025,,Col. of Charleston,Monmouth,,,TBA,
04-05-2025,,Central Conn. St.,Delaware St.,,,TBA,
04-05-2025,,Ga. Southern,South Alabama,,,TBA,
04-05-2025,,Maryland,Illinois,,,TBA,
04-05-2025,,Alabama A&M,Alabama St.,,,TBA,
04-05-2025,,Col. of Charleston,Monmouth,,,TBA,
04-05-2025,,Towson,Delaware,,,TBA,
04-05-2025,,Utah,West Virginia,,,TBA,
04-05-2025,,UTSA,UAB,,,TBA,
04-05-2025,,Alabama A&M,Alabama St.,,,TBA,
04-06-2025,,Missouri St.,Southern Ill.,,,TBA,
04-06-2025,,Missouri,Arkansas,,,TBA,
04-06-2025,,Kansas St.,Oklahoma St.,,,TBA,
04-06-2025,,Col. of Charleston,Monmouth,,,TBA,
04-06-2025,,Akron,Toledo,,,TBA,
04-06-2025,,UTRGV,Northwestern St.,,,TBA,
04-06-2025,,South Dakota St.,Oral Roberts,,,TBA,
04-06-2025,,Long Beach St.,Hawaii,,,TBA,
04-06-2025,,South Carolina,Mississippi St.,,,TBA,
04-06-2025,,Ball St.,Eastern Mich.,,,TBA,
04-06-2025,,UConn,Creighton,,,TBA,
04-06-2025,,Iona,Manhattan,,,TBA,
04-06-2025,,Vanderbilt,Florida,,,TBA,
04-06-2025,,Santa Clara,Pepperdine,,,TBA,
04-06-2025,,Kansas St.,Oklahoma St.,,,TBA,
04-06-2025,,Wright St.,Northern Ky.,,,TBA,
04-06-2025,,Troy,Old Dominion,,,TBA,
