contest_date,id,away,home,location,status,start,network
02-26-2025,,Merrimack,Bryant,,,TBA,
02-26-2025,,A&M-Corpus Christi,Houston-Victoria,,,TBA,
02-26-2025,,Youngstown St.,Akron,,,TBA,
02-26-2025,,Lane,Jackson St.,,,TBA,
02-26-2025,,Utah Tech,UC Irvine,,,TBA,
02-26-2025,,Iona,Fordham,,,TBA,
02-26-2025,,Ohio,West Virginia,,,TBA,
02-26-2025,,Old Dominion,East Carolina,,,TBA,
02-26-2025,,Delaware St.,Delaware,,,TBA,
02-26-2025,,Xavier,Indiana,,,TBA,
02-26-2025,,North Florida,Florida,,,TBA,
02-26-2025,,Saint Peter's,FDU,,,TBA,
02-26-2025,,Memphis,Little Rock,,,TBA,
02-26-2025,,Liberty,Duke,,,TBA,
02-26-2025,,Arizona St.,UCLA,,,TBA,
02-26-2025,,Wofford,Davidson,,,TBA,
02-26-2025,,Morehead St.,Kentucky,,,TBA,
02-26-2025,,Alcorn,Northwestern St.,,,TBA,
02-26-2025,,Southeastern La.,Louisiana,,,TBA,
02-26-2025,,South Dakota St.,Sacramento St.,,,TBA,
02-26-2025,,UAB,Troy,,,TBA,
02-26-2025,,Florida A&M,Mercer,,,TBA,
02-26-2025,,FGCU,Miami (FL),,,TBA,
02-26-2025,,DBU,LSU,,,TBA,
02-26-2025,,Georgia,Georgia St.,,,TBA,
02-26-2025,,Arizona,Rice,,,TBA,
02-26-2025,,Butler,Louisville,,,TBA,
02-27-2025,,South Dakota St.,Sacramento St.,,,TBA,
02-27-2025,,BYU,Gonzaga,,,TBA,
02-27-2025,,Cincinnati,UC San Diego,,,TBA,
02-27-2025,,Iowa,Washington St.,,,TBA,
02-27-2025,,Omaha,Kansas,,,TBA,
02-28-2025,,Bellarmine,Charleston So.,,,TBA,
02-28-2025,,UConn,Southern California,,,TBA,
02-28-2025,,Sacred Heart,Navy,,,TBA,
02-28-2025,,Tulane,Pepperdine,,,TBA,
02-28-2025,,Miami (FL),Florida,,,TBA,
02-28-2025,,Iona,NJIT,,,TBA,
02-28-2025,,Massachusetts,Coppin St.,,,TBA,
02-28-2025,,Arkansas St.,Jacksonville St.,,,TBA,
02-28-2025,,UIC,Tennessee Tech,,,TBA,
02-28-2025,,Ga. Southern,Campbell,,,TBA,
02-28-2025,,Notre Dame,Belmont,,,TBA,
02-28-2025,,Kennesaw St.,Samford,,,TBA,
02-28-2025,,Rice,Mississippi St.,,,TBA,
02-28-2025,,UT Martin,Middle Tenn.,,,TBA,
02-28-2025,,North Ala.,UAB,,,TBA,
02-28-2025,,Monmouth,George Mason,,,TBA,
02-28-2025,,San Diego St.,Saint Mary's (CA),,,TBA,
02-28-2025,,South Dakota St.,Sacramento St.,,,TBA,
02-28-2025,,Army West Point,Air Force,,,TBA,
02-28-2025,,Utah,California Baptist,,,TBA,
02-28-2025,,Mount St. Mary's,Indiana,,,TBA,
02-28-2025,,LSU,Kansas St.,,,TBA,
02-28-2025,,Maine,George Washington,,,TBA,
02-28-2025,,Charlotte,Arkansas,,,TBA,
02-28-2025,,Wagner,Winthrop,,,TBA,
02-28-2025,,Manhattan,Delaware St.,,,TBA,
02-28-2025,,BYU,Gonzaga,,,TBA,
02-28-2025,,Stonehill,UNC Asheville,,,TBA,
02-28-2025,,Illinois St.,Lindenwood,,,TBA,
02-28-2025,,Pacific,Seattle U,,,TBA,
02-28-2025,,Canisius,NC State,,,TBA,
02-28-2025,,Fairfield,James Madison,,,TBA,
02-28-2025,,Murray St.,Little Rock,,,TBA,
02-28-2025,,ULM,Missouri St.,,,TBA,
02-28-2025,,FGCU,Georgia,,,TBA,
02-28-2025,,Butler,Ohio,,,TBA,
02-28-2025,,Eastern Mich.,Presbyterian,,,TBA,
02-28-2025,,Liberty,UNCW,,,TBA,
02-28-2025,,Pittsburgh,UNC Greensboro,,,TBA,
02-28-2025,,Brown,Elon,,,TBA,
02-28-2025,,Wright St.,Ole Miss,,,TBA,
02-28-2025,,Hofstra,Kentucky,,,TBA,
02-28-2025,,Penn,Troy,,,TBA,
02-28-2025,,Northwestern,Duke,,,TBA,
02-28-2025,,Bryant,Delaware,,,TBA,
02-28-2025,,Boston College,William & Mary,,,TBA,
02-28-2025,,Purdue,Akron,,,TBA,
02-28-2025,,Fresno St.,UC Santa Barbara,,,TBA,
02-28-2025,,UC Davis,Utah Valley,,,TBA,
02-28-2025,,Columbia,Oregon,,,TBA,
02-28-2025,,Yale,The Citadel,,,TBA,
02-28-2025,,Grand Canyon,Texas St.,,,TBA,
02-28-2025,,Alabama A&M,Georgia St.,,,TBA,
02-28-2025,,Vanderbilt,UCLA,,,TBA,
02-28-2025,,FDU,Marshall,,,TBA,
02-28-2025,,Lafayette,Davidson,,,TBA,
02-28-2025,,Michigan,Long Beach St.,,,TBA,
02-28-2025,,Nicholls,McNeese,,,TBA,
02-28-2025,,Louisiana,UC Irvine,,,TBA,
02-28-2025,,UCF,South Fla.,,,TBA,
02-28-2025,,Northwestern St.,Southeastern La.,,,TBA,
02-28-2025,,South Carolina,Clemson,,,TBA,
02-28-2025,,Santa Clara,California,,,TBA,
02-28-2025,,Southern Miss.,TCU,,,TBA,
02-28-2025,,Western Ill.,Alabama St.,,,TBA,
02-28-2025,,High Point,Mercer,,,TBA,
02-28-2025,,UC Riverside,California Baptist,,,TBA,
02-28-2025,,Nebraska,Sam Houston,,,TBA,
02-28-2025,,Harvard,Michigan St.,,,TBA,
02-28-2025,,Jackson St.,Alcorn,,,TBA,
02-28-2025,,New Orleans,SFA,,,TBA,
02-28-2025,,Fordham,Fla. Atlantic,,,TBA,
02-28-2025,,Indiana,Stetson,,,TBA,
02-28-2025,,Ball St.,North Florida,,,TBA,
02-28-2025,,Youngstown St.,UTSA,,,TBA,
02-28-2025,,UMES,Bethune-Cookman,,,TBA,
02-28-2025,,Milwaukee,UNLV,,,TBA,
02-28-2025,,Bradley,Dayton,,,TBA,
02-28-2025,,Auburn,Ohio St.,,,TBA,
02-28-2025,,Illinois,Texas Tech,,,TBA,
02-28-2025,,Northern Colo.,Nevada,,,TBA,
02-28-2025,,Arizona,Texas A&M,,,TBA,
02-28-2025,,Creighton,Col. of Charleston,,,TBA,
02-28-2025,,Merrimack,FIU,,,TBA,
02-28-2025,,North Dakota St.,Alabama,,,TBA,
02-28-2025,,Minnesota,Arizona St.,,,TBA,
02-28-2025,,Norfolk St.,VMI,,,TBA,
02-28-2025,,Cincinnati,UC San Diego,,,TBA,
02-28-2025,,DBU,Oral Roberts,,,TBA,
02-28-2025,,Washington St.,Iowa,,,TBA,
02-28-2025,,Villanova,Lipscomb,,,TBA,
02-28-2025,,CSU Bakersfield,San Diego,,,TBA,
02-28-2025,,Northeastern,Hawaii,,,TBA,
02-28-2025,,San Francisco,San Jose St.,,,TBA,
02-28-2025,,Utah Tech,Portland,,,TBA,
02-28-2025,,Penn St.,Richmond,,,TBA,
02-28-2025,,Seton Hall,Cal Poly,,,TBA,
02-28-2025,,Binghamton,Siena,,,TBA,
02-28-2025,,Princeton,Maryland,,,TBA,
02-28-2025,,Rutgers,Coastal Carolina,,,TBA,
02-28-2025,,Texas,Washington,,,TBA,
02-28-2025,,Ark.-Pine Bluff,Abilene Christian,,,TBA,
02-28-2025,,St. John's (NY),Louisville,,,TBA,
02-28-2025,,Stony Brook,North Carolina,,,TBA,
02-28-2025,,Georgetown,Florida St.,,,TBA,
02-28-2025,,Saint Peter's,Southern U.,,,TBA,
02-28-2025,,Prairie View,A&M-Corpus Christi,,,TBA,
02-28-2025,,Texas Southern,Grambling,,,TBA,
02-28-2025,,Lamar University,UTRGV,,,TBA,
02-28-2025,,Rhode Island,New Mexico,,,TBA,
02-28-2025,,Bowling Green,Southern Ind.,,,TBA,
02-28-2025,,Southern Ind.,Southern Ill.,,,TBA,
02-28-2025,,UAlbany,Longwood,,,TBA,
02-28-2025,,Omaha,Kansas,,,TBA,
02-28-2025,,Mercyhurst,Radford,,,TBA,
02-28-2025,,Oregon St.,Baylor,,,TBA,
02-28-2025,,Central Conn. St.,Central Ark.,,,TBA,
02-28-2025,,Houston Christian,UIW,,,TBA,
02-28-2025,,Dartmouth,Virginia,,,TBA,
02-28-2025,,Xavier,Stanford,,,TBA,
02-28-2025,,Cal St. Fullerton,Wichita St.,,,TBA,
02-28-2025,,NIU,SIUE,,,TBA,
02-28-2025,,NIU,SIUE,,,TBA,
02-28-2025,,NIU,SIUE,,,TBA,
02-28-2025,,Quinnipiac,Morehead St.,,,TBA,
02-28-2025,,Siena,ETSU,,,TBA,
02-28-2025,,Houston,UT Arlington,,,TBA,
02-28-2025,,Purdue Fort Wayne,Southeast Mo. St.,,,TBA,
02-28-2025,,Jacksonville,South Alabama,,,TBA,
02-28-2025,,Oklahoma St.,Tennessee,,,TBA,
02-28-2025,,St. Thomas (MN),Tarleton St.,,,TBA,
02-28-2025,,Northern Ky.,Miami (OH),,,TBA,
02-28-2025,,West Virginia,Queens (NC),,,TBA,
02-28-2025,,Western Mich.,Georgia Tech,,,TBA,
02-28-2025,,Marist,N.C. A&T,,,TBA,
02-28-2025,,Le Moyne,Wofford,,,TBA,
02-28-2025,,Toledo,VCU,,,TBA,
02-28-2025,,Kent St.,East Carolina,,,TBA,
02-28-2025,,CSUN,Oklahoma,,,TBA,
02-28-2025,,Princeton,Wake Forest,,,TBA,
02-28-2025,,St. Bonaventure,Old Dominion,,,TBA,
02-28-2025,,Gardner-Webb,App State,,,TBA,
02-28-2025,,Memphis,Louisiana Tech,,,TBA,
02-28-2025,,Oakland,New Mexico St.,,,TBA,
02-28-2025,,Eastern Ill.,Austin Peay,,,TBA,
02-28-2025,,Rider,Western Caro.,,,TBA,
02-28-2025,,UMass Lowell,USC Upstate,,,TBA,
02-28-2025,,Saint Louis,LMU (CA),,,TBA,
02-28-2025,,Virginia Tech,Indiana St.,,,TBA,
02-28-2025,,Niagara,Valparaiso,,,TBA,
02-28-2025,,Niagara,Valparaiso,,,TBA,
02-28-2025,,Evansville,Missouri,,,TBA,
02-28-2025,,Eastern Ky.,West Ga.,,,TBA,
02-28-2025,,Bradley,Dayton,,,TBA,
02-28-2025,,LIU,Lehigh,,,TBA,
02-28-2025,,Central Mich.,Western Ky.,,,TBA,
02-28-2025,,Central Mich.,Western Ky.,,,TBA,
02-28-2025,,Siena,ETSU,,,TBA,
02-28-2025,,Central Mich.,Western Ky.,,,TBA,
02-28-2025,,Northern Ky.,Miami (OH),,,TBA,
03-01-2025,,Bellarmine,Charleston So.,,,TBA,
03-01-2025,,Sacred Heart,Navy,,,TBA,
03-01-2025,,Tulane,Pepperdine,,,TBA,
03-01-2025,,Miami (FL),Florida,,,TBA,
03-01-2025,,Iona,NJIT,,,TBA,
03-01-2025,,Massachusetts,Coppin St.,,,TBA,
03-01-2025,,Arkansas St.,Jacksonville St.,,,TBA,
03-01-2025,,UIC,Tennessee Tech,,,TBA,
03-01-2025,,Ga. Southern,Campbell,,,TBA,
03-01-2025,,Notre Dame,Belmont,,,TBA,
03-01-2025,,Holy Cross,Towson,,,TBA,
03-01-2025,,Kennesaw St.,Samford,,,TBA,
03-01-2025,,South Carolina,Clemson,,,TBA,
03-01-2025,,UC Davis,Utah Valley,,,TBA,
03-01-2025,,Eastern Mich.,Presbyterian,,,TBA,
03-01-2025,,Sam Houston,Kansas St.,,,TBA,
03-01-2025,,Columbia,Oregon,,,TBA,
03-01-2025,,Louisiana,UC Irvine,,,TBA,
03-01-2025,,BYU,Gonzaga,,,TBA,
03-01-2025,,Stonehill,UNC Asheville,,,TBA,
03-01-2025,,North Ala.,UAB,,,TBA,
03-01-2025,,Illinois St.,Lindenwood,,,TBA,
03-01-2025,,Monmouth,George Mason,,,TBA,
03-01-2025,,San Diego St.,Saint Mary's (CA),,,TBA,
03-01-2025,,Hofstra,Kentucky,,,TBA,
03-01-2025,,South Dakota St.,Sacramento St.,,,TBA,
03-01-2025,,Army West Point,Air Force,,,TBA,
03-01-2025,,Maine,George Washington,,,TBA,
03-01-2025,,Indiana,Stetson,,,TBA,
03-01-2025,,Youngstown St.,UTSA,,,TBA,
03-01-2025,,Purdue,Akron,,,TBA,
03-01-2025,,Grand Canyon,Texas St.,,,TBA,
03-01-2025,,Lafayette,Davidson,,,TBA,
03-01-2025,,Charlotte,Arkansas,,,TBA,
03-01-2025,,Nicholls,McNeese,,,TBA,
03-01-2025,,Wagner,Winthrop,,,TBA,
03-01-2025,,Manhattan,Delaware St.,,,TBA,
03-01-2025,,Pittsburgh,UNC Greensboro,,,TBA,
03-01-2025,,Northwestern St.,Southeastern La.,,,TBA,
03-01-2025,,Brown,Elon,,,TBA,
03-01-2025,,Santa Clara,California,,,TBA,
03-01-2025,,Pacific,Seattle U,,,TBA,
03-01-2025,,Southern Miss.,TCU,,,TBA,
03-01-2025,,Canisius,NC State,,,TBA,
03-01-2025,,Fairfield,James Madison,,,TBA,
03-01-2025,,UConn,UCLA,,,TBA,
03-01-2025,,Murray St.,Little Rock,,,TBA,
03-01-2025,,ULM,Missouri St.,,,TBA,
03-01-2025,,FGCU,Georgia,,,TBA,
03-01-2025,,Bryant,Delaware,,,TBA,
03-01-2025,,Florida A&M,Mercer,,,TBA,
03-01-2025,,Milwaukee,UNLV,,,TBA,
03-01-2025,,UCF,South Fla.,,,TBA,
03-01-2025,,Alabama A&M,Georgia St.,,,TBA,
03-01-2025,,Northwestern,Duke,,,TBA,
03-01-2025,,Ball St.,North Florida,,,TBA,
03-01-2025,,UMES,Bethune-Cookman,,,TBA,
03-01-2025,,Fresno St.,UC Santa Barbara,,,TBA,
03-01-2025,,New Orleans,SFA,,,TBA,
03-01-2025,,Arizona,Mississippi St.,,,TBA,
03-01-2025,,Penn,Troy,,,TBA,
03-01-2025,,Liberty,UNCW,,,TBA,
03-01-2025,,Yale,The Citadel,,,TBA,
03-01-2025,,Wright St.,Ole Miss,,,TBA,
03-01-2025,,Fordham,Fla. Atlantic,,,TBA,
03-01-2025,,St. Bonaventure,Middle Tenn.,,,TBA,
03-01-2025,,FDU,Marshall,,,TBA,
03-01-2025,,Toledo,William & Mary,,,TBA,
03-01-2025,,Nebraska,LSU,,,TBA,
03-01-2025,,Indiana St.,East Carolina,,,TBA,
03-01-2025,,Mount St. Mary's,Stetson,,,TBA,
03-01-2025,,Michigan,Long Beach St.,,,TBA,
03-01-2025,,Utah,California Baptist,,,TBA,
03-01-2025,,Western Ill.,Alabama St.,,,TBA,
03-01-2025,,Harvard,Michigan St.,,,TBA,
03-01-2025,,Manhattan,Delaware St.,,,TBA,
03-01-2025,,Holy Cross,Towson,,,TBA,
03-01-2025,,Kennesaw St.,Samford,,,TBA,
03-01-2025,,UC Davis,Utah Valley,,,TBA,
03-01-2025,,Eastern Mich.,Presbyterian,,,TBA,
03-01-2025,,Youngstown St.,UTSA,,,TBA,
03-01-2025,,Purdue,Akron,,,TBA,
03-01-2025,,Milwaukee,UNLV,,,TBA,
03-01-2025,,UMES,Bethune-Cookman,,,TBA,
03-01-2025,,Auburn,Oregon St.,,,TBA,
03-01-2025,,Illinois,Washington,,,TBA,
03-01-2025,,Northern Colo.,Nevada,,,TBA,
03-01-2025,,Northern Colo.,Nevada,,,TBA,
03-01-2025,,Creighton,Col. of Charleston,,,TBA,
03-01-2025,,Merrimack,FIU,,,TBA,
03-01-2025,,Merrimack,FIU,,,TBA,
03-01-2025,,North Dakota St.,Alabama,,,TBA,
03-01-2025,,Minnesota,Arizona St.,,,TBA,
03-01-2025,,Norfolk St.,VMI,,,TBA,
03-01-2025,,Cincinnati,UC San Diego,,,TBA,
03-01-2025,,DBU,Oral Roberts,,,TBA,
03-01-2025,,Iowa,Washington St.,,,TBA,
03-01-2025,,Villanova,Lipscomb,,,TBA,
03-01-2025,,CSU Bakersfield,San Diego,,,TBA,
03-01-2025,,Northeastern,Hawaii,,,TBA,
03-01-2025,,San Francisco,San Jose St.,,,TBA,
03-01-2025,,Oklahoma St.,Texas A&M,,,TBA,
03-01-2025,,Utah Tech,Portland,,,TBA,
03-01-2025,,Penn St.,VCU,,,TBA,
03-01-2025,,Vanderbilt,Southern California,,,TBA,
03-01-2025,,Seton Hall,Cal Poly,,,TBA,
03-01-2025,,Seton Hall,Cal Poly,,,TBA,
03-01-2025,,Binghamton,ETSU,,,TBA,
03-01-2025,,Princeton,Maryland,,,TBA,
03-01-2025,,Maryland,Wake Forest,,,TBA,
03-01-2025,,Rutgers,Coastal Carolina,,,TBA,
03-01-2025,,Utah,UC Riverside,,,TBA,
03-01-2025,,Ark.-Pine Bluff,Abilene Christian,,,TBA,
03-01-2025,,Ark.-Pine Bluff,Abilene Christian,,,TBA,
03-01-2025,,St. John's (NY),Louisville,,,TBA,
03-01-2025,,Boston College,Richmond,,,TBA,
03-01-2025,,Stony Brook,North Carolina,,,TBA,
03-01-2025,,Georgetown,Florida St.,,,TBA,
03-01-2025,,Saint Peter's,Southern U.,,,TBA,
03-01-2025,,Saint Peter's,Southern U.,,,TBA,
03-01-2025,,Prairie View,A&M-Corpus Christi,,,TBA,
03-01-2025,,Lehigh,LIU,,,TBA,
03-01-2025,,Lehigh,LIU,,,TBA,
03-01-2025,,Texas Southern,Grambling,,,TBA,
03-01-2025,,Lamar University,UTRGV,,,TBA,
03-01-2025,,Rhode Island,New Mexico,,,TBA,
03-01-2025,,UAlbany,Longwood,,,TBA,
03-01-2025,,UAlbany,Longwood,,,TBA,
03-01-2025,,Omaha,Kansas,,,TBA,
03-01-2025,,Mercyhurst,Radford,,,TBA,
03-01-2025,,Central Conn. St.,Central Ark.,,,TBA,
03-01-2025,,Houston Christian,UIW,,,TBA,
03-01-2025,,Dartmouth,Virginia,,,TBA,
03-01-2025,,Xavier,Stanford,,,TBA,
03-01-2025,,Xavier,Stanford,,,TBA,
03-01-2025,,Cal St. Fullerton,Wichita St.,,,TBA,
03-01-2025,,Quinnipiac,Morehead St.,,,TBA,
03-01-2025,,Siena,ETSU,,,TBA,
03-01-2025,,Houston,UT Arlington,,,TBA,
03-01-2025,,Purdue Fort Wayne,Southeast Mo. St.,,,TBA,
03-01-2025,,Purdue Fort Wayne,Southeast Mo. St.,,,TBA,
03-01-2025,,Jacksonville,South Alabama,,,TBA,
03-01-2025,,St. Thomas (MN),Tarleton St.,,,TBA,
03-01-2025,,St. Thomas (MN),Tarleton St.,,,TBA,
03-01-2025,,West Virginia,Queens (NC),,,TBA,
03-01-2025,,Western Mich.,Georgia Tech,,,TBA,
03-01-2025,,Marist,N.C. A&T,,,TBA,
03-01-2025,,Le Moyne,Wofford,,,TBA,
03-01-2025,,Central Mich.,Western Ky.,,,TBA,
03-01-2025,,Bowling Green,Southern Ill.,,,TBA,
03-01-2025,,Kent St.,Virginia Tech,,,TBA,
03-01-2025,,Tennessee,Rice,,,TBA,
03-01-2025,,CSUN,Oklahoma,,,TBA,
03-01-2025,,Baylor,Ohio St.,,,TBA,
03-01-2025,,UT Martin,Old Dominion,,,TBA,
03-01-2025,,Gardner-Webb,App State,,,TBA,
03-01-2025,,Memphis,Louisiana Tech,,,TBA,
03-01-2025,,Oakland,New Mexico St.,,,TBA,
03-01-2025,,Eastern Ill.,Austin Peay,,,TBA,
03-01-2025,,Rider,Western Caro.,,,TBA,
03-01-2025,,Rider,Western Caro.,,,TBA,
03-01-2025,,UMass Lowell,USC Upstate,,,TBA,
03-01-2025,,Saint Louis,LMU (CA),,,TBA,
03-01-2025,,Cornell,UMBC,,,TBA,
03-01-2025,,Cornell,UMBC,,,TBA,
03-01-2025,,Columbia,Oregon,,,TBA,
03-01-2025,,Saint Joseph's,Bucknell,,,TBA,
03-01-2025,,Saint Joseph's,Bucknell,,,TBA,
03-01-2025,,Eastern Ky.,West Ga.,,,TBA,
03-01-2025,,FGCU,Georgia,,,TBA,
03-01-2025,,Florida A&M,High Point,,,TBA,
03-01-2025,,Texas,Texas Tech,,,TBA,
03-01-2025,,Evansville,Missouri,,,TBA,
03-01-2025,,Evansville,Missouri,,,TBA,
03-01-2025,,Eastern Ky.,West Ga.,,,TBA,
03-01-2025,,Northern Ky.,Miami (OH),,,TBA,
03-01-2025,,Central Mich.,Western Ky.,,,TBA,
03-01-2025,,Iona,NJIT,,,TBA,
03-01-2025,,Texas Southern,Grambling,,,TBA,
03-01-2025,,Southern Ind.,Bowling Green,,,TBA,
03-01-2025,,Alcorn,Jackson St.,,,TBA,
03-01-2025,,Alcorn,Jackson St.,,,TBA,
03-01-2025,,Saint Peter's,Southern U.,,,TBA,
03-01-2025,,Saint Peter's,Southern U.,,,TBA,
03-02-2025,,Bellarmine,Charleston So.,,,TBA,
03-02-2025,,Sacred Heart,Navy,,,TBA,
03-02-2025,,Bradley,Dayton,,,TBA,
03-02-2025,,Tulane,Pepperdine,,,TBA,
03-02-2025,,Miami (FL),Florida,,,TBA,
03-02-2025,,Massachusetts,Coppin St.,,,TBA,
03-02-2025,,Arkansas St.,Jacksonville St.,,,TBA,
03-02-2025,,UIC,Tennessee Tech,,,TBA,
03-02-2025,,Ga. Southern,Campbell,,,TBA,
03-02-2025,,Notre Dame,Belmont,,,TBA,
03-02-2025,,Kennesaw St.,Samford,,,TBA,
03-02-2025,,UConn,Vanderbilt,,,TBA,
03-02-2025,,Mount St. Mary's,Indiana,,,TBA,
03-02-2025,,Stonehill,UNC Asheville,,,TBA,
03-02-2025,,Grand Canyon,Texas St.,,,TBA,
03-02-2025,,Pacific,Seattle U,,,TBA,
03-02-2025,,Monmouth,George Mason,,,TBA,
03-02-2025,,Fordham,Fla. Atlantic,,,TBA,
03-02-2025,,Hofstra,Kentucky,,,TBA,
03-02-2025,,Eastern Mich.,Presbyterian,,,TBA,
03-02-2025,,Fairfield,James Madison,,,TBA,
03-02-2025,,Army West Point,Air Force,,,TBA,
03-02-2025,,Maine,George Washington,,,TBA,
03-02-2025,,Youngstown St.,UTSA,,,TBA,
03-02-2025,,Old Dominion,Middle Tenn.,,,TBA,
03-02-2025,,Nebraska,Kansas St.,,,TBA,
03-02-2025,,Harvard,Michigan St.,,,TBA,
03-02-2025,,UC Davis,Utah Valley,,,TBA,
03-02-2025,,Columbia,Oregon,,,TBA,
03-02-2025,,Charlotte,Arkansas,,,TBA,
03-02-2025,,Michigan,Long Beach St.,,,TBA,
03-02-2025,,Wagner,Winthrop,,,TBA,
03-02-2025,,Louisiana,UC Irvine,,,TBA,
03-02-2025,,Liberty,UNCW,,,TBA,
03-02-2025,,UCF,South Fla.,,,TBA,
03-02-2025,,Pittsburgh,UNC Greensboro,,,TBA,
03-02-2025,,Northwestern St.,Southeastern La.,,,TBA,
03-02-2025,,Yale,The Citadel,,,TBA,
03-02-2025,,Brown,Elon,,,TBA,
03-02-2025,,North Ala.,UAB,,,TBA,
03-02-2025,,Alabama A&M,Georgia St.,,,TBA,
03-02-2025,,Illinois St.,Lindenwood,,,TBA,
03-02-2025,,Southern Miss.,TCU,,,TBA,
03-02-2025,,San Diego St.,Saint Mary's (CA),,,TBA,
03-02-2025,,Canisius,NC State,,,TBA,
03-02-2025,,Penn,Troy,,,TBA,
03-02-2025,,Western Ill.,Alabama St.,,,TBA,
03-02-2025,,Northwestern,Duke,,,TBA,
03-02-2025,,Virginia Tech,East Carolina,,,TBA,
03-02-2025,,UMES,Bethune-Cookman,,,TBA,
03-02-2025,,Lafayette,Davidson,,,TBA,
03-02-2025,,Murray St.,Little Rock,,,TBA,
03-02-2025,,ULM,Missouri St.,,,TBA,
03-02-2025,,FGCU,Georgia,,,TBA,
03-02-2025,,Bryant,Delaware,,,TBA,
03-02-2025,,FDU,Marshall,,,TBA,
03-02-2025,,Butler,Ohio,,,TBA,
03-02-2025,,Penn St.,William & Mary,,,TBA,
03-02-2025,,High Point,Mercer,,,TBA,
03-02-2025,,Ball St.,North Florida,,,TBA,
03-02-2025,,Purdue,Akron,,,TBA,
03-02-2025,,Fresno St.,UC Santa Barbara,,,TBA,
03-02-2025,,New Orleans,SFA,,,TBA,
03-02-2025,,Wright St.,Ole Miss,,,TBA,
03-02-2025,,California,Santa Clara,,,TBA,
03-02-2025,,Southern California,UCLA,,,TBA,
03-02-2025,,Mount St. Mary's,Stetson,,,TBA,
03-02-2025,,Milwaukee,UNLV,,,TBA,
03-02-2025,,Mississippi St.,Oklahoma St.,,,TBA,
03-02-2025,,Nicholls,McNeese,,,TBA,
03-02-2025,,Sam Houston,LSU,,,TBA,
03-02-2025,,Clemson,South Carolina,,,TBA,
03-02-2025,,California Baptist,UC Riverside,,,TBA,
03-02-2025,,Auburn,Baylor,,,TBA,
03-02-2025,,Illinois,Texas,,,TBA,
03-02-2025,,Northern Colo.,Nevada,,,TBA,
03-02-2025,,Arizona,Tennessee,,,TBA,
03-02-2025,,Creighton,Col. of Charleston,,,TBA,
03-02-2025,,Merrimack,FIU,,,TBA,
03-02-2025,,North Dakota St.,Alabama,,,TBA,
03-02-2025,,Minnesota,Arizona St.,,,TBA,
03-02-2025,,Norfolk St.,VMI,,,TBA,
03-02-2025,,Cincinnati,UC San Diego,,,TBA,
03-02-2025,,DBU,Oral Roberts,,,TBA,
03-02-2025,,Washington St.,Iowa,,,TBA,
03-02-2025,,Villanova,Lipscomb,,,TBA,
03-02-2025,,CSU Bakersfield,San Diego,,,TBA,
03-02-2025,,Northeastern,Hawaii,,,TBA,
03-02-2025,,San Jose St.,San Francisco,,,TBA,
03-02-2025,,Texas A&M,Rice,,,TBA,
03-02-2025,,Utah Tech,Portland,,,TBA,
03-02-2025,,Seton Hall,Cal Poly,,,TBA,
03-02-2025,,Binghamton,ETSU,,,TBA,
03-02-2025,,Maryland,Wake Forest,,,TBA,
03-02-2025,,Rutgers,Coastal Carolina,,,TBA,
03-02-2025,,Texas Tech,Washington,,,TBA,
03-02-2025,,Utah,UC Riverside,,,TBA,
03-02-2025,,Ark.-Pine Bluff,Abilene Christian,,,TBA,
03-02-2025,,St. John's (NY),Louisville,,,TBA,
03-02-2025,,Toledo,Richmond,,,TBA,
03-02-2025,,Stony Brook,North Carolina,,,TBA,
03-02-2025,,Georgetown,Florida St.,,,TBA,
03-02-2025,,Prairie View,A&M-Corpus Christi,,,TBA,
03-02-2025,,Lamar University,UTRGV,,,TBA,
03-02-2025,,Rhode Island,New Mexico,,,TBA,
03-02-2025,,Rhode Island,New Mexico,,,TBA,
03-02-2025,,Rhode Island,New Mexico,,,TBA,
03-02-2025,,UAlbany,Longwood,,,TBA,
03-02-2025,,Omaha,Kansas,,,TBA,
03-02-2025,,Mercyhurst,Radford,,,TBA,
03-02-2025,,Oregon St.,Ohio St.,,,TBA,
03-02-2025,,Central Conn. St.,Central Ark.,,,TBA,
03-02-2025,,Houston Christian,UIW,,,TBA,
03-02-2025,,Dartmouth,Virginia,,,TBA,
03-02-2025,,Xavier,Stanford,,,TBA,
03-02-2025,,Cal St. Fullerton,Wichita St.,,,TBA,
03-02-2025,,NIU,SIUE,,,TBA,
03-02-2025,,NIU,SIUE,,,TBA,
03-02-2025,,NIU,SIUE,,,TBA,
03-02-2025,,Quinnipiac,Morehead St.,,,TBA,
03-02-2025,,Houston,UT Arlington,,,TBA,
03-02-2025,,Purdue Fort Wayne,Southeast Mo. St.,,,TBA,
03-02-2025,,Jacksonville,South Alabama,,,TBA,
03-02-2025,,St. Thomas (MN),Tarleton St.,,,TBA,
03-02-2025,,Northern Ky.,Miami (OH),,,TBA,
03-02-2025,,West Virginia,Queens (NC),,,TBA,
03-02-2025,,Western Mich.,Georgia Tech,,,TBA,
03-02-2025,,Marist,N.C. A&T,,,TBA,
03-02-2025,,Le Moyne,Wofford,,,TBA,
03-02-2025,,Central Mich.,Western Ky.,,,TBA,
03-02-2025,,Bowling Green,Southern Ill.,,,TBA,
03-02-2025,,Kent St.,Indiana St.,,,TBA,
03-02-2025,,CSUN,Oklahoma,,,TBA,
